age,study_hours,attendance,math,science,english,previous,final_marks
24,3.74,89.86,42,22,80,89,51.37
21,8.27,68.77,82,78,55,90,82.05
16,8.81,55.67,85,95,28,71,90.21
23,1.12,48.23,58,30,63,73,60.77
22,5.83,69.28,85,54,94,35,77.87
18,10.28,83.37,65,69,72,51,70.55
16,6.39,98.19,34,82,49,94,68.24
20,4.43,91.71,35,89,85,49,67.35
19,10.59,52.25,91,25,57,76,60.54
23,2.71,83.19,35,51,57,77,46.76
16,3.27,57.35,58,30,52,53,51.95
16,8.56,81.01,30,62,90,68,67.27
19,4.88,79.95,55,58,74,84,71.26
23,8.84,56.35,37,32,95,84,57.11
20,2.73,54.06,42,32,42,92,42.57
17,3.77,46.24,96,58,89,48,68.81
21,2.72,43.03,68,65,33,87,51.33
20,11.48,91.51,61,53,68,55,63.21
17,5.46,42.99,63,86,64,76,68.54
18,4.71,45.32,20,51,96,43,45.3
24,1.16,54.33,26,87,46,32,47.41
22,2.69,93.26,67,84,94,43,84.78
22,5.63,59.98,35,92,86,37,63.25
21,1.75,51.51,67,26,68,44,40.69
23,6.62,82.93,97,22,21,74,57.72
19,6.01,59.14,62,99,79,74,82.66
23,9.44,60.0,70,91,85,32,74.94
19,8.26,84.34,85,88,78,40,86.39
23,5.91,55.1,50,68,79,38,71.7
24,3.47,93.81,58,77,41,33,58.42
18,9.0,73.69,28,47,65,79,58.3
18,8.79,72.27,60,46,72,35,65.26
17,2.69,55.89,82,41,38,73,58.89
18,11.06,90.11,33,90,68,34,72.17
18,1.71,74.36,77,32,99,86,68.9
20,1.61,49.33,93,41,36,78,54.27
20,3.06,52.38,83,94,46,57,61.97
17,11.0,68.1,47,24,38,68,49.21
21,6.72,86.78,23,41,49,63,44.08
20,9.67,96.36,53,98,97,91,78.54
21,3.51,79.81,23,72,65,41,51.44
16,6.39,70.37,89,58,83,83,77.17
20,4.94,55.04,77,56,51,66,65.07
24,10.11,80.37,23,50,72,62,60.51
17,1.25,98.93,69,81,42,78,63.15
16,3.68,68.57,24,25,55,30,24.88
24,2.68,49.73,94,53,29,76,60.21
24,10.45,46.2,64,71,78,66,77.79
24,6.14,56.16,54,49,48,38,58.92
21,5.45,74.17,94,32,30,47,53.73
23,5.94,96.81,94,77,57,73,82.72
16,11.69,57.95,46,72,98,92,71.34
19,10.35,58.32,21,39,51,32,42.98
16,8.77,68.87,73,25,71,47,44.8
23,4.2,95.11,91,74,20,66,66.71
16,2.82,65.14,98,50,33,49,63.1
18,11.14,53.39,67,78,22,65,64.05
19,5.65,49.79,96,38,49,33,53.48
23,4.07,67.42,68,89,50,46,68.85
21,6.18,88.04,97,47,20,86,74.42
22,11.1,57.48,20,32,65,78,44.37
23,5.26,70.75,52,71,33,82,56.05
17,7.19,76.18,54,93,55,39,67.6
23,9.83,67.03,73,80,65,58,84.56
18,5.7,51.5,75,60,74,38,59.76
22,3.57,95.3,34,64,55,50,49.29
18,11.94,73.93,88,26,62,30,66.62
22,11.52,83.75,23,33,62,65,43.31
17,10.28,78.16,83,55,34,35,59.89
21,8.57,99.88,41,27,57,47,57.51
18,4.24,67.38,43,31,63,40,54.43
18,11.05,65.5,66,59,74,50,72.73
24,4.03,61.61,94,81,74,38,79.18
22,9.81,61.7,25,33,97,31,48.22
20,11.1,56.55,46,68,77,33,65.0
22,7.63,98.84,29,70,76,41,56.49
24,9.83,92.25,58,81,75,68,83.9
16,9.71,59.0,93,24,21,89,59.97
22,3.12,58.31,56,86,53,63,64.24
21,8.35,46.21,73,20,68,88,59.84
24,2.03,92.62,70,68,83,35,64.64
16,6.59,62.31,79,36,27,61,57.17
19,2.78,74.36,91,92,88,57,83.14
24,5.58,94.02,70,54,77,70,83.49
19,10.16,64.49,81,86,62,56,77.61
18,11.86,88.41,68,32,81,82,72.88
24,4.5,65.82,70,56,71,40,72.27
17,6.85,82.06,47,57,52,51,42.56
19,6.62,65.87,55,97,39,34,63.46
21,11.5,63.57,44,25,99,63,67.21
17,6.26,99.44,55,82,78,91,64.76
23,8.69,76.74,96,68,79,60,88.05
23,11.14,62.04,79,28,82,76,70.13
16,5.11,55.47,26,55,75,66,60.64
18,10.92,42.39,84,42,56,55,64.23
24,11.09,82.39,92,98,79,72,94.69
20,11.24,62.33,55,76,70,90,68.93
21,3.97,89.28,92,69,48,67,71.24
19,5.4,61.83,49,78,28,61,53.51
17,10.57,62.4,66,26,59,91,57.51
23,4.95,86.75,48,66,87,54,66.21
21,7.6,69.37,24,94,62,62,59.89
20,2.3,93.09,84,75,95,93,71.41
24,1.62,75.41,88,27,42,45,53.74
16,5.53,54.44,82,55,27,78,62.72
20,7.37,74.1,75,61,93,44,77.36
21,5.32,40.24,36,58,83,49,56.11
20,7.36,58.74,70,84,42,51,63.35
21,6.67,52.48,56,63,75,39,70.4
21,8.54,79.25,28,96,33,84,61.59
22,8.14,48.16,57,99,99,57,76.65
19,5.67,57.41,72,65,36,38,66.96
23,5.67,59.88,32,32,39,60,49.23
22,2.55,40.2,72,56,31,86,43.51
24,6.65,42.81,94,33,92,60,65.54
22,7.46,58.67,68,32,91,72,63.63
18,6.24,53.34,89,31,60,38,61.06
18,4.58,47.01,54,74,51,71,65.14
23,8.94,49.25,35,47,56,79,66.2
20,1.82,90.13,32,41,37,66,36.45
19,11.06,81.0,30,38,48,46,48.65
23,1.23,69.05,21,94,26,77,44.5
21,11.59,94.53,38,49,59,31,56.52
17,6.09,41.77,64,73,25,71,68.65
19,5.54,60.7,65,34,39,92,40.37
19,3.82,89.4,66,49,74,40,53.77
21,1.11,77.7,68,48,75,85,67.03
21,4.02,98.9,98,51,92,74,82.84
16,2.2,96.67,61,49,72,74,57.32
23,8.26,50.2,52,35,92,58,63.78
21,4.51,98.32,60,55,91,63,74.2
18,9.44,96.73,88,67,52,49,77.26
24,3.28,62.42,38,47,41,47,51.55
17,10.9,98.97,58,81,69,89,80.05
23,6.75,42.15,26,75,46,84,54.32
18,2.26,79.65,58,75,67,81,68.69
20,5.41,55.97,53,94,85,54,78.02
21,3.27,47.77,63,36,32,57,38.86
21,3.2,74.65,88,81,21,49,67.55
19,6.57,58.38,87,40,65,66,65.45
18,8.39,80.01,82,56,90,45,72.24
19,11.03,72.4,90,53,30,64,62.43
16,6.52,63.56,67,48,45,84,51.11
19,11.62,50.91,22,87,82,94,68.15
16,11.36,76.08,53,79,68,43,67.79
16,10.52,89.75,28,30,82,53,57.06
21,6.5,76.0,80,79,40,67,77.26
20,2.55,76.63,39,99,68,38,60.49
19,3.4,70.71,59,93,98,88,76.05
18,8.12,63.29,31,53,99,80,60.13
16,5.64,67.45,47,52,28,80,56.97
21,2.61,99.37,67,29,40,48,45.39
17,6.27,84.98,93,79,72,91,94.39
23,1.19,65.83,94,45,74,39,65.31
20,9.07,67.44,26,44,60,67,52.85
22,1.81,69.98,33,21,25,32,27.05
17,7.92,79.56,38,22,20,77,48.37
23,9.72,67.96,73,51,83,70,74.47
17,2.46,81.17,79,20,24,46,42.81
19,6.71,59.75,86,43,45,44,54.08
16,9.57,64.64,53,69,20,85,63.74
20,3.87,91.84,60,62,20,44,49.61
24,2.79,59.73,50,63,57,34,53.13
16,4.71,97.87,58,52,60,73,56.43
24,7.1,50.35,97,57,47,32,62.63
23,7.33,54.5,71,71,24,76,60.78
21,2.44,67.82,66,54,40,59,55.0
22,6.03,87.84,39,36,82,41,46.48
18,3.95,83.89,71,77,31,44,61.22
16,10.26,50.47,90,67,25,67,66.28
20,4.45,54.2,81,62,48,57,64.01
17,10.23,74.52,24,67,80,78,67.93
20,5.71,57.71,76,63,54,76,68.8
23,8.99,65.34,23,52,94,41,53.12
24,6.61,69.2,30,94,71,83,68.43
17,7.84,75.65,38,95,52,61,69.7
18,5.35,55.06,46,21,44,30,42.62
18,9.45,49.79,48,29,33,45,45.6
16,5.68,63.91,37,47,72,40,60.51
23,6.03,44.92,56,66,80,84,63.85
21,6.69,71.61,80,27,32,65,56.79
23,10.15,90.38,66,42,34,59,57.74
24,8.25,47.14,39,67,74,85,69.43
20,4.84,46.76,89,82,72,89,81.02
18,8.37,44.81,68,96,91,46,91.64
20,8.07,90.87,34,56,66,62,58.11
20,11.24,44.84,37,31,64,59,54.38
20,10.26,99.01,57,93,94,42,80.5
18,8.12,61.5,41,84,83,41,69.76
19,4.76,59.73,95,34,34,61,55.49
24,9.58,45.5,79,99,40,63,80.1
24,7.33,75.14,85,29,55,41,49.35
17,11.84,75.15,45,61,89,33,63.83
23,3.72,69.63,83,45,44,55,55.83
23,1.88,58.66,77,68,63,93,79.42
22,1.77,62.11,22,42,20,59,30.05
23,8.04,59.23,49,83,61,63,65.34
18,11.33,65.57,38,36,78,62,52.91
21,1.02,60.51,29,53,52,60,46.93
16,8.98,80.53,65,76,51,85,70.85
22,8.23,57.75,38,23,85,91,51.87
16,9.06,61.05,77,90,44,60,86.19
24,4.91,66.13,25,88,59,53,59.16
16,10.03,40.24,70,87,77,80,84.26
16,1.49,69.52,33,69,94,94,65.55
22,9.31,55.35,77,86,83,38,75.63
17,3.94,43.37,27,87,38,37,48.06
20,6.25,94.66,21,78,47,65,49.93
23,10.05,59.35,37,97,93,85,72.5
23,3.98,65.57,76,82,99,75,81.47
18,3.04,89.64,54,86,61,39,65.62
22,8.49,50.01,85,45,69,40,65.74
18,6.87,91.02,75,20,95,37,63.35
21,6.66,54.5,62,87,67,47,70.24
21,3.82,75.34,92,97,76,32,88.25
18,1.38,81.14,91,37,28,44,51.11
22,5.51,94.3,27,31,49,89,50.31
18,2.17,76.46,24,57,37,84,49.51
23,10.97,67.19,32,61,64,61,46.49
19,1.45,74.34,26,55,97,35,44.58
16,5.75,52.12,40,35,85,45,42.77
19,1.57,81.34,56,84,30,45,59.39
22,2.05,51.21,64,86,91,43,66.33
19,8.25,73.43,71,58,86,91,80.76
21,8.12,78.86,67,78,34,47,60.24
24,1.36,93.91,81,98,59,37,75.92
16,1.01,67.01,97,57,32,34,55.13
20,1.87,86.52,70,35,99,70,67.04
22,9.39,50.05,23,93,52,88,62.73
16,7.43,49.37,75,30,21,38,45.9
19,1.42,71.49,94,47,53,71,61.32
21,6.37,75.78,53,96,35,47,59.96
17,8.83,77.94,64,99,33,75,76.06
20,10.56,84.74,35,21,65,77,47.13
16,11.27,57.7,28,39,69,57,63.85
21,4.6,77.36,99,95,24,66,85.26
21,2.49,51.29,35,91,62,49,58.4
19,3.61,53.14,50,57,37,67,49.8
23,9.54,44.04,32,75,67,70,61.68
19,11.69,84.82,24,58,83,91,71.78
23,6.13,70.42,66,50,45,49,67.85
23,4.36,54.29,58,99,93,52,67.41
20,5.72,73.37,37,42,89,79,64.52
19,4.35,61.25,39,53,33,34,42.84
17,3.82,90.23,21,36,85,89,46.58
18,7.53,71.69,59,43,80,72,69.25
18,1.17,41.79,49,54,92,65,59.27
19,3.86,99.11,29,42,96,32,58.71
19,8.28,44.46,83,27,40,90,63.88
20,1.35,81.76,61,73,74,83,70.18
19,1.92,66.24,94,40,21,65,63.92
23,4.23,54.96,72,38,22,74,50.31
21,10.66,80.59,72,50,32,58,56.22
21,9.41,47.55,59,69,40,55,71.71
23,1.24,91.49,35,90,52,37,56.03
22,6.52,55.04,67,43,39,51,54.95
23,4.02,61.69,80,65,37,73,61.82
17,8.14,77.96,57,27,57,70,54.78
24,8.94,40.06,63,96,44,65,74.05
16,10.49,68.36,34,22,57,59,40.7
23,6.23,93.65,80,53,34,78,58.92
19,11.94,80.82,26,96,48,46,60.37
19,11.78,63.27,49,76,83,59,72.34
20,10.7,79.63,55,77,51,33,68.17
23,7.32,96.19,30,54,91,64,67.19
20,5.38,51.27,89,40,62,46,75.0
23,5.01,71.91,48,84,32,36,58.27
16,1.13,54.08,98,85,97,91,84.79
24,3.74,91.25,25,76,44,87,43.58
21,8.91,83.26,95,61,68,73,80.58
18,7.64,88.06,70,62,27,87,63.62
23,11.08,96.58,99,45,47,82,73.08
24,1.55,53.94,57,86,30,38,53.4
21,2.71,42.92,92,45,74,35,60.67
22,9.68,57.45,41,27,29,48,43.58
16,4.94,63.95,73,66,78,49,72.73
20,2.3,77.51,59,56,84,93,66.26
20,11.96,87.86,26,91,24,56,63.8
19,9.66,60.99,59,37,99,36,69.73
21,5.5,68.41,43,95,39,53,62.04
22,10.06,87.13,60,55,24,37,61.85
24,8.49,53.52,70,21,86,40,53.49
16,9.69,53.03,58,22,49,30,48.98
21,9.97,75.35,62,53,53,36,58.86
22,1.93,66.16,88,65,20,53,62.58
18,7.85,96.93,78,81,46,41,61.61
23,1.07,61.42,44,89,82,92,75.35
20,1.48,85.57,44,76,53,42,56.07
24,10.94,74.99,92,29,51,53,66.84
20,6.8,43.27,43,37,90,67,52.6
24,9.09,45.06,81,52,65,39,74.98
19,10.22,52.19,62,26,87,59,62.55
24,11.45,48.59,78,64,76,56,73.47
20,10.56,59.76,73,48,41,59,51.7
24,6.32,74.74,98,57,48,31,66.46
18,4.7,76.14,45,58,64,37,43.52
19,2.7,75.27,73,44,64,46,59.15
24,5.4,47.06,80,36,86,77,69.51
21,5.03,76.01,94,80,40,93,81.04
17,7.16,64.58,98,70,40,90,72.3
22,8.32,94.18,63,56,79,42,64.18
17,11.76,94.72,28,86,48,50,62.87
17,9.01,86.09,61,43,52,31,53.78
16,8.08,82.19,48,68,58,52,54.14
18,4.69,46.9,98,40,81,45,65.25
21,1.38,45.08,99,94,90,42,85.5
23,4.17,90.45,77,76,64,33,67.7
24,9.45,65.62,82,60,77,31,71.08
22,3.26,67.08,68,36,92,94,62.47
19,8.83,90.87,30,40,20,55,54.11
21,7.38,77.29,73,87,30,59,70.54
20,2.89,50.76,49,83,51,67,62.57
23,3.88,52.66,85,63,93,49,70.91
16,6.46,40.38,84,47,68,54,68.07
16,5.6,82.64,77,55,95,81,75.99
21,9.56,69.14,76,56,49,39,56.02
17,9.08,97.0,56,63,79,70,78.4
20,7.32,82.84,73,69,29,90,67.09
16,10.05,46.19,92,74,95,31,85.26
22,7.19,49.69,88,29,40,36,52.0
16,11.61,70.1,43,57,25,89,59.31
19,3.39,95.49,82,68,57,90,76.33
24,8.86,54.84,70,91,77,56,72.1
16,5.07,89.53,34,21,27,30,36.21
19,4.07,58.74,66,63,89,56,67.89
21,2.98,56.19,92,54,82,89,69.26
21,7.08,94.08,65,40,53,82,69.27
23,3.37,42.83,49,76,68,65,57.88
16,3.2,79.64,98,42,59,53,66.92
22,11.9,42.59,39,51,48,64,48.84
16,9.82,88.05,76,90,28,62,68.68
22,9.23,89.76,68,52,40,46,66.08
18,9.73,93.6,75,36,51,64,60.94
23,11.66,51.17,75,91,91,76,95.09
18,7.31,47.47,44,61,74,88,61.5
16,3.42,70.21,28,36,62,90,44.68
23,10.48,56.3,41,67,29,51,51.05
18,9.17,76.38,96,67,68,56,77.1
17,5.56,70.82,56,76,32,44,61.67
16,6.21,48.69,47,80,60,65,64.64
18,5.52,84.36,33,63,98,86,64.29
17,11.23,88.23,49,42,50,70,61.52
17,4.78,97.78,58,95,51,74,75.12
21,11.6,63.73,76,72,64,72,75.85
16,11.01,60.26,24,52,32,41,53.11
17,7.94,51.54,31,75,44,33,45.38
21,7.38,50.85,54,47,87,94,67.82
18,5.07,59.26,60,42,34,34,47.37
19,1.2,98.91,82,82,83,31,77.36
16,2.4,45.54,61,26,79,75,54.2
23,9.3,55.56,84,21,27,38,52.54
22,6.19,45.16,84,84,93,37,71.17
22,2.65,56.42,62,23,36,87,47.56
18,3.9,45.54,79,27,24,92,56.54
18,11.43,70.5,39,68,32,90,57.53
17,5.04,66.3,82,48,40,44,63.89
16,10.98,50.44,43,74,63,71,64.71
22,4.35,50.49,94,56,95,79,75.09
22,6.98,77.57,91,25,72,80,64.04
17,1.23,63.23,54,43,47,54,42.98
22,6.74,43.37,60,98,85,51,77.64
23,8.01,95.21,35,59,40,51,49.61
16,3.58,64.3,99,31,76,93,66.96
24,7.37,75.46,25,83,74,51,58.79
22,8.12,93.12,39,65,21,42,52.66
18,8.56,64.13,75,33,84,56,58.81
23,9.54,89.24,94,46,96,76,84.17
22,4.42,94.89,27,56,22,50,45.24
23,7.25,50.44,25,96,78,60,69.0
21,11.8,93.55,27,81,82,67,65.11
24,10.88,47.19,81,86,24,68,74.32
20,11.48,56.51,33,99,85,65,82.01
18,5.25,88.49,22,95,37,94,54.66
18,9.66,94.04,21,33,28,40,39.45
16,7.82,81.05,41,58,41,63,49.2
23,1.91,46.29,89,24,47,34,49.24
17,10.06,71.38,90,95,79,49,87.99
18,8.45,74.36,25,45,31,92,43.99
23,3.19,56.91,69,72,56,74,62.65
23,1.88,99.48,63,82,61,71,70.62
19,10.21,60.14,27,30,73,42,42.36
19,1.87,52.62,43,52,61,38,51.27
20,2.0,46.61,46,60,86,34,65.11
21,5.7,62.71,72,59,75,67,62.5
20,2.48,81.56,70,65,65,78,60.76
22,11.05,53.89,47,23,24,57,35.82
17,6.17,86.17,78,30,75,72,61.67
22,7.26,48.12,88,46,42,70,68.35
22,11.21,66.43,92,27,81,73,76.6
16,6.83,82.14,44,40,32,58,49.31
22,4.89,48.12,63,24,78,54,54.58
20,9.77,75.87,66,81,47,43,76.11
18,5.87,87.94,32,51,25,88,45.54
18,4.5,75.73,72,77,80,91,80.13
19,8.96,70.69,72,91,80,46,90.42
17,9.82,90.3,56,46,64,48,67.07
17,9.71,99.13,82,45,31,58,57.54
16,11.75,50.88,85,59,54,74,70.84
20,9.65,81.48,59,48,81,57,76.29
19,9.47,44.84,97,92,24,88,77.55
17,10.43,42.57,80,26,85,83,75.91
18,1.0,56.85,25,40,94,37,43.52
22,4.99,98.26,44,99,87,39,72.27
22,9.11,73.13,65,86,84,50,73.76
19,7.6,56.1,50,29,99,64,55.3
20,2.95,47.96,99,81,85,33,78.18
20,4.34,95.21,82,27,60,82,62.2
21,4.7,61.74,87,23,46,54,52.59
24,7.25,58.4,58,48,95,49,68.16
17,10.15,91.48,99,31,24,51,59.93
20,11.26,76.26,55,70,24,78,52.97
18,9.25,50.12,26,38,32,35,38.28
19,10.27,65.29,85,50,99,80,77.76
21,6.17,95.69,74,45,28,56,64.26
23,5.29,94.07,91,25,67,47,66.49
16,5.32,44.21,61,48,51,41,58.61
23,7.78,56.12,46,36,55,57,54.1
22,2.37,49.27,21,39,34,48,36.23
16,7.37,72.03,89,61,28,72,69.73
17,8.32,85.0,23,66,35,44,53.9
18,5.83,57.73,40,93,25,65,62.04
16,11.48,85.48,20,89,91,71,69.21
24,7.69,80.12,57,21,52,74,44.54
23,3.42,83.69,79,93,61,59,67.3
17,6.27,96.89,95,56,78,68,73.52
24,8.43,65.48,33,38,55,75,46.42
22,4.56,60.55,98,60,53,87,73.05
24,1.88,81.03,36,35,21,59,36.4
21,7.42,88.45,92,79,32,85,85.5
21,11.43,51.49,66,76,62,83,78.2
19,6.34,90.81,75,83,93,66,78.69
17,10.97,43.47,72,24,76,51,67.27
22,10.19,40.38,37,37,26,53,42.06
20,2.62,49.51,88,91,78,62,82.99
21,8.79,98.72,67,32,78,46,64.5
17,5.79,71.41,28,93,70,91,68.0
20,3.75,42.79,73,55,22,41,59.24
19,8.56,99.83,54,38,46,59,51.9
24,9.17,84.69,65,50,97,42,70.62
21,2.98,90.28,20,42,73,35,39.19
17,11.06,52.78,60,51,83,40,67.51
16,9.26,46.33,92,30,53,89,68.17
20,11.27,70.91,51,85,42,39,66.46
24,4.49,86.33,96,24,67,45,62.3
21,11.33,78.27,59,32,74,71,61.68
22,5.05,77.86,30,83,36,73,58.39
20,1.59,85.43,81,54,98,48,73.59
21,9.39,53.62,65,48,81,44,58.95
20,8.74,79.69,67,42,80,68,65.38
24,7.58,63.53,62,99,80,34,75.38
21,6.39,44.19,70,35,63,60,60.94
23,1.35,52.13,80,45,90,57,70.98
17,7.87,87.64,61,22,22,67,49.08
24,5.59,93.76,45,42,92,81,62.66
20,7.16,56.97,30,76,86,44,58.37
22,5.72,51.42,44,28,27,48,48.45
16,11.63,41.6,59,70,45,64,61.26
20,7.65,96.86,44,52,34,44,44.94
17,9.24,81.03,94,97,24,76,85.05
21,11.3,97.42,93,43,32,85,67.43
16,7.51,91.83,71,69,98,49,81.17
18,1.13,60.43,22,71,31,38,49.03
20,1.38,46.76,58,90,82,34,66.35
19,8.73,69.94,54,57,27,40,55.75
18,4.07,41.61,59,63,93,31,61.54
20,7.37,48.99,41,75,53,81,62.46
23,3.23,54.01,81,85,91,49,77.65
19,3.97,79.94,38,64,41,50,55.91
16,6.55,70.59,33,71,69,80,59.26
22,11.73,58.15,69,20,31,59,48.11
23,7.78,73.89,81,83,41,77,74.29
18,11.3,47.51,62,27,77,30,60.21
21,11.55,85.34,74,62,38,64,64.7
17,3.29,82.72,59,27,24,55,37.06
22,4.42,52.99,31,48,35,38,46.71
23,9.47,76.38,84,32,60,69,54.3
21,10.53,70.2,53,20,93,50,51.28
21,6.71,43.65,42,48,38,41,57.31
20,11.93,56.69,90,69,84,66,75.11
23,1.13,99.97,26,56,41,53,41.85
16,4.3,45.97,84,20,36,79,48.93
19,7.85,70.38,37,88,54,83,55.19
19,6.16,90.96,27,67,58,57,50.17
18,2.28,58.04,61,74,92,33,68.33
18,5.05,55.64,20,85,74,41,61.16
19,1.28,93.45,98,82,24,66,76.66
16,8.07,58.29,34,41,92,33,51.97
17,10.82,79.09,47,30,30,44,37.22
24,10.73,84.42,55,48,97,57,69.42
17,8.69,87.32,65,22,59,66,62.98
20,6.12,99.69,96,64,23,38,74.12
24,6.63,88.19,40,96,99,43,79.75
24,2.51,79.42,68,22,77,79,49.54
23,4.75,93.73,58,93,84,54,75.17
16,3.07,94.34,57,87,83,68,75.02
16,10.03,98.39,28,33,86,55,56.24
24,11.06,86.59,39,84,53,89,61.06
23,6.91,51.7,27,76,77,81,73.02
24,9.01,82.59,33,34,86,55,61.03
22,2.34,44.51,81,79,26,77,65.06
18,7.69,59.08,54,73,54,83,67.2
18,8.73,46.95,74,21,48,70,52.22
17,5.98,97.0,64,83,44,30,71.91
20,3.68,60.33,40,47,47,50,40.79
18,10.65,82.79,72,96,88,54,86.98
21,9.17,74.28,73,86,46,47,68.77
17,10.9,46.45,62,22,93,44,59.52
18,10.0,73.68,25,72,95,71,73.06
20,11.89,79.66,74,45,27,49,56.68
16,3.11,92.89,63,23,57,45,49.84
16,1.95,44.21,87,35,28,36,49.0
24,4.71,57.74,23,91,62,34,53.14
22,2.42,81.54,82,73,44,47,63.0
16,6.75,42.06,77,35,85,47,60.0
23,7.96,52.21,73,50,36,93,53.62
18,7.36,53.12,57,21,26,54,42.01
23,3.85,80.16,79,92,41,55,72.61
20,11.0,57.16,71,64,29,45,55.24
16,1.23,75.98,48,73,32,92,54.46
22,4.83,97.92,59,78,61,87,69.79
20,8.91,87.59,90,78,47,56,81.24
21,9.44,59.97,27,41,78,78,63.29
21,5.58,68.34,54,53,30,76,55.73
23,1.19,52.04,35,92,28,79,48.3
24,7.8,40.94,37,75,99,75,64.82
17,1.69,57.38,78,53,74,37,62.45
24,2.19,62.16,53,45,24,31,39.97
24,8.15,73.86,23,90,88,47,66.49
22,4.44,96.64,88,64,57,65,76.17
16,4.83,96.87,97,95,85,71,89.71
22,6.35,44.21,84,40,83,40,77.54
20,11.76,76.88,80,62,44,88,65.96
21,11.62,42.54,65,58,71,81,73.7
22,5.58,78.88,40,32,57,78,41.05
20,3.92,47.06,96,61,96,85,76.16
22,4.33,96.78,57,64,38,59,62.45
24,3.96,91.86,92,70,44,84,63.38
18,6.85,41.34,79,36,67,57,62.86
23,7.68,86.93,55,82,92,80,72.02
17,6.38,78.15,25,26,80,56,45.77
22,5.49,69.72,58,74,54,81,63.41
17,3.32,76.16,48,23,70,63,48.25
19,6.31,80.7,46,50,34,61,52.98
22,4.75,93.07,88,75,96,73,89.31
18,6.96,86.04,28,23,68,33,43.0
17,8.43,74.52,43,59,49,77,61.93
22,7.97,89.48,82,66,40,45,67.68
16,6.09,99.22,38,69,60,89,56.32
23,7.12,58.01,49,42,22,76,42.43
18,4.13,47.11,77,70,92,44,80.16
17,1.27,83.89,59,57,43,85,51.05
18,7.88,98.72,87,28,36,45,58.65
20,3.78,47.0,51,80,27,30,54.07
23,8.36,65.9,84,99,25,54,76.15
22,9.22,43.74,53,40,28,93,57.78
22,11.08,86.59,50,28,34,72,47.73
22,11.54,96.92,78,44,83,43,70.9
23,1.12,69.94,97,55,69,77,69.82
16,11.89,64.57,45,62,30,43,44.21
19,8.51,94.46,41,97,65,44,66.81
21,8.08,48.0,53,47,64,46,61.86
24,1.17,93.5,32,83,96,81,77.57
17,10.47,63.53,74,64,78,39,77.56
16,2.6,73.56,27,75,44,46,51.79
17,10.21,71.7,81,67,31,37,59.52
22,1.17,76.96,41,27,45,31,38.25
18,8.11,96.53,75,33,95,85,71.97
17,5.78,97.07,40,34,56,94,64.18
22,3.21,89.87,68,58,42,84,53.03
17,2.18,51.49,25,44,84,65,42.14
18,5.84,60.01,54,82,64,38,71.33
22,2.36,69.27,46,78,93,43,73.25
19,6.35,94.33,59,94,54,51,73.47
16,7.88,71.25,33,48,67,45,50.5
20,10.1,98.65,93,22,47,70,67.12
24,8.47,99.03,71,58,20,57,71.29
23,1.72,75.92,98,41,91,58,67.69
24,4.38,92.65,59,60,60,94,67.71
24,4.17,99.95,62,39,42,57,51.86
22,11.07,90.98,77,38,51,61,66.42
19,10.55,79.41,22,32,26,81,46.15
20,5.07,90.71,34,38,94,40,50.23
16,1.78,44.96,64,99,74,55,77.84
16,10.84,78.09,30,85,91,60,69.17
18,10.77,52.99,58,84,62,49,74.39
23,10.4,46.96,38,22,33,70,32.9
17,10.3,93.57,98,43,33,73,73.27
19,6.28,78.38,39,57,60,89,54.42
17,2.95,54.61,90,21,33,36,46.19
20,6.25,63.21,75,75,47,83,59.79
24,6.44,98.4,97,99,49,92,86.96
16,6.39,91.73,23,56,98,42,64.05
20,6.93,40.93,28,23,73,62,36.09
24,3.83,98.79,44,97,78,36,70.61
16,5.03,62.11,66,63,31,59,47.9
24,5.78,81.73,68,64,94,40,70.55
23,2.44,82.76,46,66,58,50,60.67
19,6.01,94.7,47,45,89,61,60.7
20,9.92,93.1,81,95,86,34,90.22
20,10.11,56.9,35,28,34,64,40.86
21,5.53,78.61,65,99,23,76,82.86
22,6.71,63.62,94,67,63,41,79.27
23,1.37,71.53,65,50,58,66,58.47
23,8.42,73.28,59,74,89,73,84.24
17,5.45,63.78,53,20,56,51,52.9
24,5.9,67.83,29,78,77,40,57.12
22,10.61,52.5,20,30,51,84,47.57
19,6.08,76.46,85,21,47,39,52.51
19,1.23,85.54,36,65,23,71,51.9
23,3.5,65.78,66,20,29,84,54.07
19,6.23,98.66,43,89,46,79,59.43
21,5.67,43.43,69,90,55,61,72.29
20,10.46,75.35,48,85,24,47,69.2
18,6.96,75.02,97,21,69,94,71.96
17,8.59,42.18,91,88,51,54,80.7
24,6.16,53.47,32,32,42,60,46.78
24,5.84,94.33,83,38,96,48,63.19
16,5.91,72.67,47,66,80,47,66.0
18,5.52,66.18,24,20,20,62,37.48
23,6.92,64.93,93,37,50,36,64.46
21,3.75,93.29,28,51,38,30,36.0
20,10.8,62.02,33,91,73,88,70.82
20,4.66,91.55,29,30,53,63,43.12
21,2.62,58.55,52,39,23,81,41.02
22,2.06,71.89,94,27,67,40,54.51
16,1.15,48.63,59,57,67,37,57.74
24,5.65,89.5,25,25,68,82,54.22
18,3.06,84.16,36,21,79,44,34.63
19,1.24,71.81,55,93,63,57,64.91
16,6.72,41.55,89,92,53,43,73.27
18,8.48,68.88,80,74,75,87,87.92
17,1.94,53.51,93,22,93,86,69.61
17,6.07,64.8,68,85,25,81,74.26
16,9.18,91.39,88,91,95,66,95.95
23,11.84,86.18,90,92,95,31,96.78
